169,ZZUNINHABITED12,ZZUNINHABITED12,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
170,ZZUNINHABITED13,ZZUNINHABITED13,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
171,ZZUNINHABITED14,ZZUNINHABITED14,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
172,ZZUNINHABITED15,ZZUNINHABITED15,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
173,ZZUNINHABITED16,ZZUNINHABITED16,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
174,ZZUNINHABITED17,ZZUNINHABITED17,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
175,ZZUNINHABITED18,ZZUNINHABITED18,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
176,ZZUNINHABITED19,ZZUNINHABITED19,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
177,ZZUNINHABITED20,ZZUNINHABITED20,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
178,ZZUNINHABITED21,ZZUNINHABITED21,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
179,ZZUNINHABITED22,ZZUNINHABITED22,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
180,ZZUNINHABITED23,ZZUNINHABITED23,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
181,ZZUNINHABITED24,ZZUNINHABITED24,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
182,ZZUNINHABITED25,ZZUNINHABITED25,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
183,ZZUNINHABITED26,ZZUNINHABITED26,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
184,ZZUNINHABITED27,ZZUNINHABITED27,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
185,ZZUNINHABITED28,ZZUNINHABITED28,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
186,ZZUNINHABITED29,ZZUNINHABITED29,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
187,ZZUNINHABITED30,ZZUNINHABITED30,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
188,ZZUNINHABITED31,ZZUNINHABITED31,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
189,ZZUNINHABITED32,ZZUNINHABITED32,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
190,ZZUNINHABITED33,ZZUNINHABITED33,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
191,ZZUNINHABITED34,ZZUNINHABITED34,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
192,ZZUNINHABITED35,ZZUNINHABITED35,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
193,ZZUNINHABITED36,ZZUNINHABITED36,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
194,ZZUNINHABITED37,ZZUNINHABITED37,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
195,ZZUNINHABITED38,ZZUNINHABITED38,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
196,ZZUNINHABITED39,ZZUNINHABITED39,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
197,ZZUNINHABITED40,ZZUNINHABITED40,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
198,ZZUNINHABITED41,ZZUNINHABITED41,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
199,ZZUNINHABITED42,ZZUNINHABITED42,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
200,ZZUNINHABITED43,ZZUNINHABITED43,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
201,ZZUNINHABITED44,ZZUNINHABITED44,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
202,ZZUNINHABITED45,ZZUNINHABITED45,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
203,ZZUNINHABITED46,ZZUNINHABITED46,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
204,ZZUNINHABITED47,ZZUNINHABITED47,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
205,ZZUNINHABITED48,ZZUNINHABITED48,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
206,ZZUNINHABITED49,ZZUNINHABITED49,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
207,ZZUNINHABITED50,ZZUNINHABITED50,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
208,ZZUNINHABITED51,ZZUNINHABITED51,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
209,ZZUNINHABITED52,ZZUNINHABITED52,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
210,ZZUNINHABITED53,ZZUNINHABITED53,NO INTELLIGENT LIFE,NONE,Null,Null,Null,Null,none,_UNKNOWN,FALSE,FALSE,,,,,,,,
